Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
0.11363636363636365,0.06976744186046512,0.587962962962963,2,0.33,1,0.0,0,0,0,0,1
0.18181818181818188,0.16279069767441862,0.587962962962963,4,0.38,2,0.0,1,0,1,1,1
0.7954545454545454,0.7441860465116279,0.018518518518518517,3,0.03,3,0.0,0,0,0,0,0
0.5227272727272727,0.46511627906976744,0.09722222222222221,3,0.05,2,0.0,0,0,0,0,0
0.7045454545454546,0.6976744186046512,0.5787037037037037,2,0.26,3,0.0,1,0,0,0,0
0.6136363636363638,0.6046511627906976,0.05092592592592593,2,0.04000000000000001,1,0.1858267716535433,0,0,0,1,0
0.840909090909091,0.8372093023255813,0.15277777777777776,4,0.13,1,0.2740157480314961,0,0,0,1,1
0.5454545454545454,0.5116279069767442,0.14814814814814814,3,0.27,2,0.0,0,0,0,1,0
0.40909090909090917,0.37209302325581395,0.34259259259259256,1,0.4,3,0.0,0,0,0,1,0
0.2272727272727273,0.20930232558139533,0.19444444444444442,1,0.24,2,0.0,0,0,0,0,0
0.5227272727272727,0.5116279069767442,0.046296296296296294,1,0.09000000000000001,3,0.0,0,0,0,1,0
0.09090909090909094,0.046511627906976744,0.4675925925925926,4,0.18000000000000002,3,0.0,0,0,0,0,0
0.38636363636363646,0.37209302325581395,0.15740740740740738,4,0.22000000000000003,2,0.1984251968503937,0,0,0,0,0
0.5681818181818181,0.5116279069767442,0.32407407407407407,3,0.11000000000000001,1,0.0,0,0,0,1,0
0.9545454545454546,0.9534883720930233,0.19907407407407407,2,0.11000000000000001,1,0.0,0,0,0,1,0
0.045454545454545525,0.472814949897539,0.4861111111111111,4,0.22999999999999998,3,0.0,0,0,0,0,1
0.7272727272727273,0.6976744186046512,0.5092592592592593,4,0.5599999999999999,2,0.0,1,0,0,1,0
0.2727272727272728,0.23255813953488372,0.09722222222222221,4,0.11000000000000001,3,0.0,0,0,0,1,0
0.4545454545454546,0.4418604651162791,0.12037037037037035,3,0.06,2,0.0,0,0,0,0,0
0.840909090909091,0.7906976744186046,0.25925925925925924,2,0.17,3,0.3716535433070866,0,1,0,1,0
0.9545454545454546,0.9069767441860465,0.5231481481481481,1,0.2,1,0.0,0,0,0,0,0
0.34090909090909094,0.27906976744186046,0.18518518518518517,4,0.020000000000000004,3,0.0,0,0,0,1,0
0.40909090909090917,0.3488372093023256,0.3333333333333333,1,0.52,1,0.0,0,0,0,0,0
0.7045454545454546,0.6511627906976745,0.7083333333333333,1,0.29,1,0.0,0,0,0,1,0
0.590909090909091,0.5348837209302325,0.39814814814814814,1,0.03,1,0.0,0,0,0,1,0
0.9772727272727273,0.9534883720930233,0.03240740740740741,3,0.010000000000000002,3,0.0,0,0,0,1,0
0.5681818181818181,0.5348837209302325,0.3055555555555555,1,0.12,1,0.0,0,0,0,1,0
0.8636363636363638,0.8372093023255813,0.10185185185185186,3,0.13,2,0.0,0,0,0,0,0
0.6818181818181819,0.5348837209302325,0.16666666666666666,3,0.1,3,0.31181102362204727,0,0,0,1,1
0.4545454545454546,0.41860465116279066,0.06481481481481481,2,0.03,2,0.0,0,0,0,1,0
0.75,0.7441860465116279,0.1388888888888889,4,0.13,1,0.2614173228346457,0,0,0,1,1
0.022727272727272707,0.0,0.125,3,0.010000000000000002,2,0.0,0,1,0,1,0
0.4545454545454546,0.3953488372093023,0.2824074074074074,4,0.29,1,0.0,0,0,0,1,1
0.4318181818181819,0.41860465116279066,0.16203703703703703,1,0.06999999999999999,1,0.2141732283464567,0,0,0,0,0
0.2272727272727273,0.16279069767441862,0.1111111111111111,1,0.06,3,0.2614173228346457,0,0,0,1,0
0.4545454545454546,0.3953488372093023,0.1898148148148148,1,0.27999999999999997,1,0.0,0,0,0,1,0
0.40909090909090917,0.32558139534883723,0.004629629629629629,3,0.1,2,0.0,0,0,0,0,0
0.8863636363636365,0.8837209302325582,0.17129629629629628,4,0.13,2,0.0,0,0,0,1,0
0.38636363636363646,0.3488372093023256,0.34259259259259256,3,0.1,1,0.48661417322834644,0,0,0,0,0
0.7954545454545454,0.7906976744186046,0.3888888888888889,2,0.27999999999999997,1,0.16220472440944883,0,0,0,0,0
0.36363636363636365,0.32558139534883723,0.14351851851851852,3,0.05,3,0.0,0,0,0,1,0
0.9545454545454546,0.9302325581395349,0.33796296296296297,3,0.18000000000000002,2,0.0,0,0,0,1,0
0.7045454545454546,0.6744186046511628,0.125,1,0.15000000000000002,2,0.0,0,0,0,1,0
0.7954545454545454,0.7674418604651163,0.24537037037037035,2,0.22999999999999998,3,0.30393700787401573,0,0,0,1,0
0.40909090909090917,0.37209302325581395,0.30092592592592593,3,0.30000000000000004,1,0.0,0,0,0,1,0
0.20454545454545459,0.16279069767441862,0.48148148148148145,1,0.45999999999999996,1,0.5763779527559055,0,0,0,0,0
0.7045454545454546,0.6744186046511628,0.018518518518518517,2,0.020000000000000004,3,0.0,0,0,0,1,0
0.6590909090909092,0.6046511627906976,0.1388888888888889,3,0.09000000000000001,3,0.0,0,0,0,1,0
0.7954545454545454,0.7441860465116279,0.30092592592592593,2,0.06999999999999999,2,0.0,0,0,0,1,1
0.31818181818181823,0.3023255813953488,0.3518518518518518,1,0.36000000000000004,2,0.0,0,1,0,0,0
0.36363636363636365,0.3488372093023256,0.32407407407407407,4,0.24,1,0.1858267716535433,0,0,0,1,0
0.840909090909091,0.813953488372093,0.3333333333333333,3,0.05,1,0.0,0,0,0,1,0
0.18181818181818188,0.11627906976744186,0.4953703703703703,2,0.13,1,0.1590551181102362,0,0,0,1,1
0.25,0.18604651162790697,0.34259259259259256,1,0.27,2,0.3952755905511811,0,0,0,1,0
0.34090909090909094,0.32558139534883723,0.3055555555555555,2,0.0,1,0.0,0,1,0,1,0
0.40909090909090917,0.37209302325581395,0.28703703703703703,3,0.05,3,0.0,0,0,0,0,1
0.11363636363636365,0.09302325581395349,0.33796296296296297,3,0.15000000000000002,1,0.4346456692913386,0,0,0,1,0
0.7954545454545454,0.7906976744186046,0.6527777777777777,4,0.7200000000000001,2,0.0,1,0,1,1,1
0.18181818181818188,0.023255813953488372,0.19907407407407407,2,0.17500000000000002,3,0.0,0,0,0,0,0
0.15909090909090917,0.09302325581395349,0.14351851851851852,3,0.11000000000000001,2,0.0,0,0,0,1,0
0.6818181818181819,0.6744186046511628,0.41666666666666663,3,0.18000000000000002,2,0.0,0,0,0,0,0
0.7954545454545454,0.7674418604651163,0.17129629629629628,4,0.21000000000000002,1,0.0,0,0,0,1,1
0.8181818181818183,0.7441860465116279,0.1898148148148148,4,0.25,2,0.0,0,0,0,1,0
0.590909090909091,0.5813953488372093,0.5555555555555556,2,0.04000000000000001,1,0.0,0,0,0,0,0
0.8181818181818183,0.7906976744186046,0.15740740740740738,3,0.15000000000000002,1,0.0,0,1,1,0,1
0.8181818181818183,0.813953488372093,0.046296296296296294,1,0.12,3,0.0,0,0,0,1,0
0.6363636363636365,0.5813953488372093,0.10648148148148148,2,0.04000000000000001,3,0.25354330708661416,0,0,0,1,1
0.2727272727272728,0.2558139534883721,0.23148148148148145,3,0.2,1,0.23464566929133857,0,0,0,1,1
0.2272727272727273,0.20930232558139533,0.18518518518518517,1,0.21000000000000002,3,0.0,0,0,0,0,1
0.045454545454545525,0.023255813953488372,0.21296296296296297,4,0.16000000000000003,1,0.0,0,0,0,1,1
0.590909090909091,0.5348837209302325,0.28703703703703703,2,0.15000000000000002,2,0.0,0,0,0,0,0
0.8181818181818183,0.813953488372093,0.537037037037037,1,0.7400000000000001,1,0.0,0,0,0,0,1
0.5227272727272727,0.4418604651162791,0.3518518518518518,1,0.267,2,0.0,0,0,0,1,1
0.6136363636363638,0.5813953488372093,0.3472222222222222,4,0.36000000000000004,3,0.29606299212598425,0,0,0,1,0
0.6590909090909092,0.6511627906976745,0.7175925925925926,2,0.04000000000000001,1,0.1826771653543307,0,0,0,1,0
0.5681818181818181,0.5116279069767442,0.15740740740740738,3,0.22000000000000003,2,0.0,0,0,0,0,0
0.5227272727272727,0.5116279069767442,0.5092592592592593,2,0.75,1,0.0,0,0,1,1,1
0.06818181818181823,0.0,0.574074074074074,3,0.65,3,0.0,1,0,0,0,1
0.7727272727272727,0.7441860465116279,0.07407407407407407,1,0.13,1,0.0,0,0,0,1,1
0.840909090909091,0.8372093023255813,0.06481481481481481,2,0.1,1,0.0,0,1,1,1,1
0.7045454545454546,0.6744186046511628,0.23148148148148145,4,0.13,3,0.0,0,0,0,0,0
0.022727272727272707,0.0,0.24074074074074076,4,0.16000000000000003,1,0.0,0,0,0,1,0
0.06818181818181823,0.0,0.03240740740740741,4,0.04000000000000001,1,0.0,0,0,0,0,1
0.40909090909090917,0.3953488372093023,0.3472222222222222,4,0.267,1,0.0,0,0,0,1,1
0.20454545454545459,0.13953488372093023,0.32870370370370366,2,0.15000000000000002,3,0.0,0,0,0,1,1
0.8636363636363638,0.813953488372093,0.15277777777777776,4,0.17,2,0.0,0,1,0,1,0
0.13636363636363635,0.0,0.5833333333333333,4,0.65,3,0.0,1,0,0,0,0
0.8636363636363638,0.813953488372093,0.3333333333333333,2,0.27999999999999997,1,0.0,0,0,0,1,0
0.34090909090909094,0.27906976744186046,0.2037037037037037,1,0.2,1,0.0,0,0,0,0,0
0.11363636363636365,0.09302325581395349,0.28703703703703703,4,0.26,1,0.0,0,0,0,1,0
0.6818181818181819,0.627906976744186,0.3888888888888889,2,0.11000000000000001,1,0.0,0,1,0,0,0
0.09090909090909094,0.023255813953488372,0.16203703703703703,1,0.15000000000000002,1,0.0,0,0,0,1,0
0.045454545454545525,0.023255813953488372,0.060185185185185175,3,0.1,2,0.0,0,0,0,0,0
0.2272727272727273,0.20930232558139533,0.06944444444444445,3,0.09000000000000001,3,0.0,0,0,0,1,1
0.6136363636363638,0.6046511627906976,0.023148148148148147,4,0.1,1,0.0,0,0,0,1,0
0.09090909090909094,0.023255813953488372,0.48148148148148145,4,0.21000000000000002,3,0.0,0,0,0,0,1
0.09090909090909094,0.023255813953488372,0.6018518518518519,2,0.2,1,0.0,0,0,0,1,0
0.6590909090909092,0.6511627906976745,0.013888888888888888,3,0.04000000000000001,1,0.0,0,1,0,0,0
0.34090909090909094,0.3023255813953488,0.7546296296296295,2,0.78,1,0.0,0,0,0,1,0
0.7954545454545454,0.7906976744186046,0.15740740740740738,4,0.15000000000000002,1,0.0,0,0,0,1,1
0.4318181818181819,0.3953488372093023,0.7407407407407407,2,0.79,2,0.0,1,0,0,1,0
0.5,0.46511627906976744,0.35648148148148145,4,0.11000000000000001,2,0.0,0,1,0,1,0
0.6590909090909092,0.5813953488372093,0.16666666666666666,3,0.1,2,0.2125984251968504,0,0,0,1,0
0.13636363636363635,0.06976744186046512,0.2638888888888889,4,0.18000000000000002,2,0.384251968503937,0,0,0,0,0
0.6818181818181819,0.6744186046511628,0.07407407407407407,4,0.020000000000000004,1,0.0,0,0,0,1,1
0.8863636363636365,0.8604651162790697,0.013888888888888888,1,0.010000000000000002,1,0.0,0,0,0,1,0
0.6363636363636365,0.627906976744186,0.1388888888888889,2,0.1,3,0.25826771653543307,0,0,0,1,0
0.2954545454545455,0.27906976744186046,0.009259259259259259,4,0.06999999999999999,2,0.12755905511811022,0,0,0,0,0
0.022727272727272707,0.0,0.587962962962963,1,0.15000000000000002,1,0.0,0,0,0,1,0
0.13636363636363635,0.06976744186046512,0.6481481481481481,3,0.41,1,0.0,1,0,0,1,0
0.6590909090909092,0.6046511627906976,0.2546296296296296,2,0.15000000000000002,2,0.0,0,1,0,1,0
0.36363636363636365,0.32558139534883723,0.4953703703703703,1,0.1,3,0.0,0,0,0,1,0
0.5681818181818181,0.5348837209302325,0.17129629629629628,1,0.03,1,0.0,0,0,0,1,1
0.5227272727272727,0.4883720930232558,0.699074074074074,3,0.19,3,0.49606299212598426,1,0,0,1,0
0.9318181818181819,0.9302325581395349,0.7453703703703702,2,0.21000000000000002,1,0.1921259842519685,0,0,0,1,0
0.7272727272727273,0.6744186046511628,0.48148148148148145,2,0.13999999999999999,1,0.0,0,0,0,1,0
0.840909090909091,0.8372093023255813,0.3935185185185185,1,0.43,1,0.0,0,0,0,1,0
0.6363636363636365,0.5813953488372093,0.09722222222222221,1,0.03,3,0.2204724409448819,0,0,0,0,0
0.6136363636363638,0.5348837209302325,0.35648148148148145,1,0.267,2,0.0,0,0,0,1,0
0.5681818181818181,0.5581395348837209,0.060185185185185175,4,0.06,1,0.0,0,0,0,1,1
0.6818181818181819,0.6744186046511628,0.6296296296296295,2,0.68,1,0.0,0,0,0,1,0
0.25,0.23255813953488372,0.023148148148148147,4,0.1,1,0.14960629921259844,0,1,0,1,0
0.5681818181818181,0.5581395348837209,0.7268518518518519,1,0.5,1,0.0,0,0,0,0,1
0.7272727272727273,0.7209302325581395,0.004629629629629629,4,0.06999999999999999,1,0.14015748031496061,0,0,0,1,0
0.09090909090909094,0.06976744186046512,0.2361111111111111,4,0.0,1,0.14173228346456693,0,1,0,1,0
0.2954545454545455,0.2558139534883721,0.6944444444444444,1,0.51,3,0.0,1,0,1,1,1
0.20454545454545459,0.13953488372093023,0.09722222222222221,1,0.19,3,0.0,0,0,0,1,1
0.2727272727272728,0.20930232558139533,0.05555555555555555,2,0.13999999999999999,3,0.0,0,0,0,1,1
0.15909090909090917,0.06976744186046512,0.27777777777777773,4,0.2,2,0.0,0,0,0,1,0
0.7954545454545454,0.7906976744186046,0.2638888888888889,4,0.22000000000000003,1,0.0,0,0,0,1,0
0.75,0.7209302325581395,0.24537037037037035,2,0.19,2,0.1653543307086614,0,0,0,0,0
0.34090909090909094,0.27906976744186046,0.38425925925925924,4,0.13999999999999999,2,0.15748031496062992,0,0,0,0,1
0.590909090909091,0.5813953488372093,0.10648148148148148,1,0.1,1,0.0,0,1,0,1,0
0.25,0.23255813953488372,0.29166666666666663,4,0.010000000000000002,2,0.0,0,0,0,0,0
0.38636363636363646,0.37209302325581395,0.30092592592592593,4,0.267,1,0.0,0,0,0,1,1
0.9318181818181819,0.9069767441860465,0.7592592592592593,4,0.31000000000000005,1,0.44409448818897634,1,0,1,1,1
0.6363636363636365,0.6046511627906976,0.05555555555555555,2,0.0,1,0.0,0,0,0,0,0
0.4772727272727273,0.41860465116279066,0.21759259259259256,1,0.020000000000000004,1,0.0,0,0,0,0,0
0.5227272727272727,0.5116279069767442,0.2824074074074074,2,0.17,1,0.3291338582677165,0,0,0,0,0
0.7727272727272727,0.7674418604651163,0.6805555555555556,1,0.7400000000000001,1,0.0,0,0,0,1,0
0.7045454545454546,0.6511627906976745,0.39814814814814814,1,0.19,2,0.0,0,0,0,0,0
0.34090909090909094,0.32558139534883723,0.3888888888888889,2,0.0,1,0.3921259842519685,0,0,0,1,1
0.09090909090909094,0.06976744186046512,0.5416666666666667,2,0.06,1,0.0,0,0,0,0,0
0.36363636363636365,0.32558139534883723,0.3055555555555555,3,0.30000000000000004,1,0.0,0,0,0,0,0
0.4772727272727273,0.46511627906976744,0.2962962962962963,3,0.03,3,0.0,0,0,0,1,0
0.75,0.6976744186046512,0.24537037037037035,1,0.22000000000000003,3,0.0,0,0,0,1,1
0.20454545454545459,0.13953488372093023,0.07870370370370369,2,0.03,1,0.0,0,0,0,0,1
0.5,0.4418604651162791,0.3472222222222222,2,0.17,2,0.0,0,0,0,1,0
0.06818181818181823,0.046511627906976744,0.4444444444444444,3,0.25,1,0.0,0,0,0,0,0
0.7272727272727273,0.5813953488372093,0.15277777777777776,3,0.1,3,0.0,0,0,0,1,0
0.6590909090909092,0.627906976744186,0.23148148148148145,4,0.18000000000000002,3,0.14330708661417324,0,0,0,0,0
0.36363636363636365,0.3023255813953488,0.3935185185185185,1,0.15000000000000002,3,0.0,0,0,0,0,1
0.022727272727272707,0.472814949897539,0.14351851851851852,2,0.17,2,0.0,0,0,0,0,0
0.5454545454545454,0.5348837209302325,0.6481481481481481,2,0.75,1,0.0,0,0,1,1,1
0.5454545454545454,0.5116279069767442,0.20833333333333331,4,0.19,3,0.15433070866141732,0,1,1,0,1
0.5681818181818181,0.5581395348837209,0.29166666666666663,2,0.17,1,0.22834645669291337,0,0,0,0,1
0.5454545454545454,0.5116279069767442,0.3888888888888889,1,0.27999999999999997,2,0.0,0,0,0,1,0
0.2727272727272728,0.23255813953488372,0.24537037037037035,4,0.21000000000000002,3,0.0,0,0,0,1,0
0.5227272727272727,0.4418604651162791,0.1388888888888889,3,0.25,2,0.2125984251968504,0,0,0,0,0
0.8863636363636365,0.8604651162790697,0.23148148148148145,4,0.17,1,0.0,0,0,0,1,0
0.06818181818181823,0.023255813953488372,0.3333333333333333,1,0.08000000000000002,2,0.23622047244094488,0,0,0,0,0
0.34090909090909094,0.18604651162790697,0.29166666666666663,4,0.18000000000000002,3,0.0,0,0,0,1,0
0.4545454545454546,0.41860465116279066,0.375,3,0.05,3,0.0,0,0,0,1,1
0.8863636363636365,0.8837209302325582,0.3472222222222222,1,0.18000000000000002,3,0.0,0,0,0,1,0
0.7727272727272727,0.7441860465116279,0.09259259259259259,3,0.020000000000000004,1,0.0,0,0,0,1,1
0.11363636363636365,0.06976744186046512,0.2037037037037037,4,0.17,2,0.0,0,0,0,0,0
0.6363636363636365,0.6046511627906976,0.28703703703703703,1,0.12,1,0.26614173228346455,0,0,0,0,0
0.5681818181818181,0.5116279069767442,0.29166666666666663,1,0.13999999999999999,3,0.0,0,0,0,0,1
0.40909090909090917,0.37209302325581395,0.3101851851851852,1,0.37000000000000005,3,0.4409448818897638,0,0,0,0,0
0.9545454545454546,0.9069767441860465,0.75,3,0.79,3,0.15590551181102363,1,0,1,1,0
0.40909090909090917,0.3953488372093023,0.32407407407407407,4,0.08000000000000002,1,0.12283464566929134,0,0,0,1,0
0.2727272727272728,0.2558139534883721,0.07870370370370369,2,0.1,2,0.0,0,0,0,0,0
0.34090909090909094,0.32558139534883723,0.24074074074074076,2,0.06,3,0.0,0,0,0,1,1
0.6818181818181819,0.6744186046511628,0.5185185185185186,4,0.27,2,0.17480314960629922,1,1,1,1,0
0.7272727272727273,0.6744186046511628,0.4212962962962963,2,0.13999999999999999,1,0.415748031496063,0,0,0,1,1
0.06818181818181823,0.023255813953488372,0.21759259259259256,3,0.26,3,0.1779527559055118,0,0,0,0,1
0.15909090909090917,0.13953488372093023,0.09722222222222221,3,0.1,2,0.184251968503937,0,0,0,0,0
0.7045454545454546,0.6511627906976745,0.75,2,0.6200000000000001,2,0.5118110236220472,1,0,0,1,0
0.9545454545454546,0.9302325581395349,0.20833333333333331,3,0.22000000000000003,1,0.0,0,0,0,0,1
0.5454545454545454,0.4883720930232558,0.6018518518518519,1,0.0,1,0.0,0,0,0,0,0
0.9545454545454546,0.9534883720930233,0.5833333333333333,3,0.39,3,0.1905511811023622,1,0,0,1,0
0.9772727272727273,0.9302325581395349,0.15740740740740738,2,0.06999999999999999,3,0.2173228346456693,0,0,0,0,1
0.06818181818181823,0.0,0.4212962962962963,4,0.22999999999999998,3,0.0,0,0,0,0,1
0.9772727272727273,0.9534883720930233,0.046296296296296294,3,0.05,1,0.0,0,0,0,0,1
0.2727272727272728,0.20930232558139533,0.07407407407407407,4,0.03,1,0.0,0,0,0,1,0
0.75,0.6976744186046512,0.21759259259259256,1,0.13999999999999999,1,0.12125984251968504,0,0,0,1,0
0.6363636363636365,0.627906976744186,0.23148148148148145,1,0.0,1,0.0,0,0,0,0,1
0.4318181818181819,0.37209302325581395,0.4768518518518518,2,0.12,3,0.3952755905511811,1,0,0,1,0
0.590909090909091,0.5348837209302325,0.11574074074074073,1,0.03,3,0.0,0,0,1,1,1
0.09090909090909094,0.023255813953488372,0.3055555555555555,4,0.18000000000000002,2,0.1763779527559055,0,0,0,1,1
0.5,0.4418604651162791,0.1388888888888889,2,0.06999999999999999,1,0.0,0,0,0,0,0
0.590909090909091,0.5348837209302325,0.06944444444444445,4,0.06,3,0.15433070866141732,0,1,0,0,0
0.9090909090909092,0.8837209302325582,0.24537037037037035,2,0.15000000000000002,1,0.0,0,0,0,1,0
